Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label
TXN_15118,USER_9751,17.17,ATM Withdrawal,25 November 2023,71983.33,Mobile,Sydney,Electronics,0,2,Mastercard,165,0
TXN_13466,USER_9775,72.33,ATM Withdrawal,14 August 2023,29954.64,Mobile,Sydney,Clothing,0,3,Discover,120,1
TXN_26497,USER_6725,188.75,Online,16 July 2023,58078.66,Mobile,Sydney,Travel,1,4,Amex,85,0
TXN_42111,USER_3085,2.61,Bank Transfer,11 January 2023,51803.62,Tablet,Tokyo,Groceries,0,1,Visa,86,0
TXN_30188,USER_7987,195.76,Online,28 November 2023,85000.68,Tablet,Mumbai,Travel,1,14,Mastercard,65,0
TXN_37237,USER_1116,8.06,ATM Withdrawal,9 July 2023,38155.13,Laptop,Sydney,Travel,0,9,Mastercard,232,1
TXN_33109,USER_8088,73.34,Bank Transfer,20 April 2023,72060.59,Laptop,London,Clothing,0,9,Visa,92,0
TXN_36480,USER_4147,9.82,Bank Transfer,8 November 2023,39996.92,Mobile,Sydney,Electronics,0,13,Discover,152,1
TXN_24148,USER_7419,197.21,Online,29 April 2023,32472.3,Laptop,Sydney,Electronics,0,14,Visa,225,1
TXN_5503,USER_7666,56.45,ATM Withdrawal,22 August 2023,1525.05,Mobile,Mumbai,Restaurants,0,8,Amex,103,0
TXN_3918,USER_5135,0.32,Online,18 November 2023,39236.78,Mobile,Sydney,Electronics,0,11,Amex,38,0
TXN_38478,USER_8041,63.83,POS,24 April 2023,75526.24,Laptop,Sydney,Restaurants,0,14,Visa,45,0
TXN_21123,USER_2155,147.71,POS,11 April 2023,40660.04,Laptop,Sydney,Restaurants,0,5,Mastercard,20,0
TXN_49717,USER_5843,127.57,ATM Withdrawal,12 April 2023,43073.71,Laptop,London,Travel,0,7,Visa,228,0
TXN_42294,USER_2756,15.24,POS,7 December 2023,61396.94,Tablet,Mumbai,Travel,0,9,Amex,195,0
TXN_47609,USER_4265,80.4,POS,18 January 2023,60394.4,Laptop,New York,Travel,0,10,Mastercard,95,1
TXN_11076,USER_7471,3.13,POS,27 April 2023,34717.05,Tablet,Mumbai,Restaurants,0,8,Amex,87,0
TXN_41514,USER_8456,9.53,Online,18 August 2023,60125.25,Mobile,Tokyo,Groceries,0,10,Amex,206,0
TXN_22062,USER_5964,24.73,Bank Transfer,22 July 2023,26301.84,Tablet,New York,Clothing,1,2,Amex,162,0
TXN_9413,USER_8631,138.21,POS,24 December 2023,38278.34,Tablet,New York,Electronics,0,2,Mastercard,158,0
TXN_38340,USER_3125,39.63,Bank Transfer,25 April 2023,8549.08,Mobile,Tokyo,Travel,0,13,Visa,17,1
TXN_30263,USER_8150,11.77,ATM Withdrawal,10 November 2023,42891.23,Mobile,London,Groceries,1,5,Discover,106,1
TXN_41252,USER_8968,129.22,Bank Transfer,18 May 2023,19305.37,Mobile,London,Clothing,0,13,Discover,44,0
TXN_14644,USER_6129,13.36,Bank Transfer,13 July 2023,12122.23,Tablet,New York,Groceries,0,6,Visa,159,0
TXN_26335,USER_6910,272.93,POS,10 March 2023,34981.69,Mobile,London,Groceries,0,4,Mastercard,121,0
TXN_28102,USER_6333,23.69,POS,16 February 2023,24626.76,Mobile,Tokyo,Restaurants,0,13,Amex,25,0
TXN_17523,USER_4369,70.81,ATM Withdrawal,8 October 2023,99005.13,Tablet,Mumbai,Electronics,0,3,Visa,211,0
TXN_24712,USER_5004,22.63,Bank Transfer,7 May 2023,85873.02,Mobile,New York,Groceries,0,3,Discover,163,0
TXN_40485,USER_1299,92.27,ATM Withdrawal,31 August 2023,69161.25,Mobile,Mumbai,Travel,0,14,Mastercard,185,1
TXN_3850,USER_5589,112.72,ATM Withdrawal,24 February 2023,85678.68,Tablet,London,Clothing,0,5,Discover,64,0
TXN_40040,USER_4320,213.77,ATM Withdrawal,12 September 2023,44775.66,Mobile,Mumbai,Clothing,0,11,Amex,179,0
TXN_15267,USER_7970,3.06,Bank Transfer,14 March 2023,75650.51,Laptop,Sydney,Electronics,0,3,Discover,62,0
TXN_49146,USER_7335,308.73,Bank Transfer,18 July 2023,841.65,Mobile,Mumbai,Clothing,0,9,Amex,51,0
TXN_30001,USER_1353,18.98,Online,27 April 2023,96821.71,Tablet,Sydney,Clothing,0,5,Discover,202,1
TXN_45926,USER_7190,38.1,Online,8 June 2023,80339.18,Tablet,Mumbai,Restaurants,0,4,Visa,209,0
TXN_43824,USER_9641,69.78,POS,15 April 2023,84572.25,Laptop,New York,Restaurants,0,5,Visa,143,1
TXN_17240,USER_7599,29.6,ATM Withdrawal,7 January 2023,91272.39,Mobile,London,Groceries,1,5,Amex,132,0
TXN_4892,USER_1490,231,POS,21 April 2023,50228.86,Tablet,London,Restaurants,0,11,Mastercard,11,1
TXN_725,USER_9717,24.48,POS,26 July 2023,89578.63,Mobile,Mumbai,Electronics,0,10,Mastercard,223,0
TXN_22949,USER_3789,237.11,POS,9 April 2023,38531.58,Mobile,Sydney,Electronics,0,5,Discover,8,0
TXN_34657,USER_3467,306.6,POS,7 November 2023,66429.56,Laptop,Mumbai,Groceries,0,13,Discover,108,0
TXN_37213,USER_1329,29.72,POS,24 November 2023,88648.99,Laptop,London,Groceries,0,3,Mastercard,55,0
TXN_20304,USER_4932,124.88,Online,6 October 2023,72517.85,Tablet,Sydney,Electronics,0,4,Mastercard,93,0
TXN_15269,USER_5318,27.92,Bank Transfer,14 November 2023,77140.55,Mobile,Tokyo,Clothing,0,3,Discover,105,0
TXN_22367,USER_7101,34.39,Online,31 December 2023,44749.59,Mobile,London,Groceries,0,10,Amex,182,0
TXN_42684,USER_7646,95.05,Bank Transfer,4 April 2023,83198.66,Mobile,London,Restaurants,0,10,Amex,151,0
TXN_46734,USER_8482,31.7,Online,20 May 2023,82964.35,Laptop,Sydney,Clothing,0,11,Visa,103,0
TXN_11732,USER_6828,191.97,Online,12 November 2023,67585.77,Tablet,Mumbai,Clothing,0,13,Mastercard,41,0
TXN_18619,USER_3415,44.07,Bank Transfer,3 August 2023,11918.09,Mobile,Mumbai,Groceries,0,11,Visa,231,0
TXN_48492,USER_1296,25.38,ATM Withdrawal,10 December 2023,48704.75,Tablet,Sydney,Clothing,0,7,Mastercard,168,0
TXN_26803,USER_8825,394.62,ATM Withdrawal,12 November 2023,71321.68,Mobile,Sydney,Restaurants,0,7,Discover,68,0
TXN_44305,USER_2051,63.37,POS,16 July 2023,47665.1,Mobile,London,Groceries,0,4,Discover,20,0
TXN_47522,USER_9409,16.97,POS,19 August 2023,52165.88,Mobile,New York,Electronics,0,10,Visa,103,0
TXN_32207,USER_5520,363.86,POS,28 September 2023,90037.97,Laptop,London,Electronics,1,10,Discover,140,0
TXN_2530,USER_2517,106.2,Bank Transfer,18 August 2023,31890.74,Laptop,London,Electronics,0,6,Visa,94,0
TXN_17746,USER_2084,70.42,Bank Transfer,14 August 2023,21248.8,Laptop,Mumbai,Travel,0,1,Discover,15,0
TXN_8270,USER_5180,21.33,ATM Withdrawal,24 June 2023,96219.67,Tablet,New York,Clothing,0,2,Discover,77,0
TXN_15079,USER_6874,64.23,Bank Transfer,5 April 2023,67088.03,Laptop,Sydney,Clothing,0,14,Mastercard,38,0
TXN_13624,USER_3288,298.9,POS,30 August 2023,55658.79,Tablet,Sydney,Travel,0,14,Mastercard,42,1
TXN_30638,USER_2399,173.68,POS,17 June 2023,50940.03,Mobile,London,Groceries,0,10,Discover,71,1
TXN_30440,USER_3739,126.92,Online,3 November 2023,85516.43,Tablet,Tokyo,Travel,0,12,Discover,201,1
TXN_36056,USER_5231,40.64,ATM Withdrawal,23 July 2023,76016.81,Mobile,London,Electronics,0,5,Amex,128,0
TXN_42651,USER_1970,12.87,Online,5 August 2023,51260.5,Tablet,New York,Clothing,0,1,Discover,235,0
TXN_36803,USER_1362,3.1,Bank Transfer,30 March 2023,76141.76,Mobile,New York,Travel,0,10,Visa,67,1
TXN_48224,USER_7002,31.27,Online,28 May 2023,6814.33,Tablet,New York,Clothing,0,5,Amex,122,0
TXN_29226,USER_6333,77.02,ATM Withdrawal,11 April 2023,35240.55,Tablet,Mumbai,Travel,0,10,Discover,194,0
TXN_5633,USER_2927,9.21,Bank Transfer,7 May 2023,29122.14,Mobile,Sydney,Restaurants,0,3,Visa,167,0
TXN_5987,USER_4250,24.95,POS,3 October 2023,40716.69,Laptop,London,Clothing,0,1,Mastercard,70,0
TXN_48063,USER_1586,48.03,Bank Transfer,18 March 2023,64769.27,Laptop,Mumbai,Clothing,0,5,Mastercard,12,0
TXN_1812,USER_9555,31.32,ATM Withdrawal,27 December 2023,11082.48,Tablet,London,Travel,0,11,Visa,31,0
TXN_27578,USER_9814,60.8,Online,25 May 2023,48076.05,Mobile,Mumbai,Restaurants,0,1,Mastercard,74,0
TXN_16823,USER_9781,98.82,Bank Transfer,14 January 2023,20800.69,Tablet,New York,Restaurants,0,10,Discover,151,0
TXN_3928,USER_5143,32.32,POS,25 December 2023,35239.44,Tablet,London,Groceries,0,12,Amex,93,0
TXN_37286,USER_6868,174.45,POS,18 December 2023,73618.23,Mobile,Sydney,Clothing,0,9,Amex,207,0
TXN_25045,USER_8955,109.35,POS,4 April 2023,42365.28,Mobile,London,Restaurants,0,4,Discover,103,0
TXN_15727,USER_9104,22.51,ATM Withdrawal,12 May 2023,1651.62,Tablet,London,Restaurants,0,2,Amex,23,0
TXN_29600,USER_3053,35.93,ATM Withdrawal,6 September 2023,83856,Laptop,Tokyo,Electronics,1,7,Amex,167,0
TXN_10430,USER_4414,282.59,Bank Transfer,4 September 2023,62888.38,Tablet,New York,Electronics,1,2,Discover,104,1
TXN_25768,USER_2530,263.8,ATM Withdrawal,10 October 2023,94812.91,Tablet,Tokyo,Clothing,0,3,Visa,139,1
TXN_29103,USER_5978,58.79,POS,15 March 2023,81359.53,Mobile,London,Groceries,0,8,Discover,91,0
TXN_36537,USER_7333,124.74,Bank Transfer,21 May 2023,61520.85,Tablet,Mumbai,Travel,0,13,Mastercard,196,0
TXN_39328,USER_7982,48.92,POS,9 November 2023,13124.53,Tablet,Sydney,Restaurants,0,1,Mastercard,79,1
TXN_35539,USER_1081,4.97,ATM Withdrawal,21 August 2023,19504.57,Tablet,Mumbai,Clothing,0,8,Mastercard,205,0
TXN_28075,USER_8172,50.4,Bank Transfer,4 December 2023,70996.25,Mobile,London,Electronics,0,14,Amex,74,0
TXN_17840,USER_8784,180.62,ATM Withdrawal,5 July 2023,53345.96,Tablet,Sydney,Travel,0,4,Discover,90,0
TXN_27802,USER_1446,140.6,ATM Withdrawal,26 September 2023,13935.49,Tablet,Sydney,Clothing,0,9,Mastercard,200,0
TXN_7682,USER_5144,231.35,ATM Withdrawal,11 September 2023,92933.91,Laptop,Tokyo,Groceries,0,8,Visa,34,0
TXN_24279,USER_6056,212.22,POS,27 December 2023,6753.07,Mobile,Sydney,Travel,0,4,Discover,179,1
TXN_33070,USER_5047,147.84,POS,8 November 2023,46527.47,Tablet,Sydney,Travel,0,1,Visa,148,0
TXN_35557,USER_2545,158.85,Bank Transfer,30 July 2023,11813.99,Tablet,New York,Travel,0,14,Amex,79,0
TXN_37189,USER_1455,4.43,Bank Transfer,1 April 2023,18905.83,Laptop,New York,Restaurants,0,9,Mastercard,18,0
TXN_47149,USER_5937,85.45,ATM Withdrawal,9 September 2023,41767.46,Mobile,Sydney,Groceries,0,14,Mastercard,92,0
TXN_46915,USER_1555,99.32,Online,30 March 2023,29329.35,Tablet,London,Clothing,0,10,Visa,167,1
TXN_9801,USER_7021,87.29,Bank Transfer,6 September 2023,82933.42,Tablet,Sydney,Travel,1,2,Amex,115,0
TXN_38800,USER_5459,229,Online,18 July 2023,20413.24,Tablet,Sydney,Restaurants,0,5,Visa,107,0
TXN_24669,USER_4575,22.4,POS,18 December 2023,87085.89,Laptop,Tokyo,Electronics,0,9,Mastercard,78,0
TXN_44233,USER_7422,263.59,Online,11 December 2023,98730.52,Laptop,New York,Groceries,1,4,Mastercard,157,0
TXN_31919,USER_7275,425.97,POS,28 December 2023,14127.88,Mobile,London,Clothing,0,4,Mastercard,157,0
TXN_7134,USER_3374,119.44,ATM Withdrawal,2 December 2023,18698.54,Tablet,New York,Clothing,0,2,Discover,105,0
TXN_33704,USER_8445,18.41,POS,28 November 2023,48723.59,Tablet,Sydney,Electronics,0,2,Mastercard,82,0
TXN_29660,USER_5604,8.74,Bank Transfer,6 May 2023,1686.45,Laptop,New York,Electronics,0,10,Discover,13,0
TXN_17893,USER_1941,513.78,POS,14 January 2023,63548.64,Laptop,Mumbai,Travel,0,6,Amex,201,0
TXN_22018,USER_1872,57.85,ATM Withdrawal,27 November 2023,28459.14,Laptop,New York,Electronics,0,13,Amex,81,1
TXN_13538,USER_9632,27.64,Online,5 August 2023,12521.24,Mobile,Tokyo,Restaurants,0,6,Discover,16,1
TXN_43118,USER_6371,64.61,Bank Transfer,22 June 2023,94289.85,Mobile,New York,Clothing,0,11,Amex,139,0
TXN_36420,USER_1509,106.84,POS,9 January 2023,55417.27,Laptop,Sydney,Groceries,0,13,Discover,65,0
TXN_9405,USER_8062,80.2,Online,17 December 2023,82626.55,Tablet,Sydney,Travel,0,5,Mastercard,159,0
TXN_13413,USER_7132,11.91,ATM Withdrawal,12 July 2023,75447.75,Mobile,Mumbai,Travel,0,7,Visa,69,0
TXN_6720,USER_3555,202.75,ATM Withdrawal,18 September 2023,58180.36,Tablet,London,Travel,0,8,Discover,6,0
TXN_15601,USER_5365,45.05,ATM Withdrawal,20 November 2023,7142.75,Mobile,Sydney,Groceries,0,6,Mastercard,32,1
TXN_44743,USER_8432,68.08,ATM Withdrawal,9 March 2023,11823.74,Mobile,Sydney,Electronics,0,14,Visa,116,0
TXN_31138,USER_9628,38.38,Online,20 July 2023,33764.14,Tablet,New York,Restaurants,0,3,Discover,109,1
TXN_2729,USER_3454,45.14,Bank Transfer,27 April 2023,90226.22,Laptop,Mumbai,Groceries,0,6,Visa,62,0
TXN_38242,USER_2488,40.68,ATM Withdrawal,3 October 2023,73513.35,Laptop,London,Clothing,0,3,Discover,40,1
TXN_29625,USER_4414,28.93,ATM Withdrawal,25 February 2023,21457.06,Laptop,Mumbai,Travel,0,4,Amex,124,0
TXN_47894,USER_2520,211.35,POS,30 October 2023,83061.48,Mobile,London,Travel,0,3,Mastercard,234,1
TXN_42090,USER_3767,221.65,ATM Withdrawal,30 June 2023,4113.54,Tablet,Mumbai,Groceries,0,1,Mastercard,153,1
TXN_36399,USER_6354,203.14,Bank Transfer,3 August 2023,55114.35,Laptop,Sydney,Electronics,0,14,Amex,121,1
TXN_6244,USER_7966,77.56,ATM Withdrawal,22 September 2023,35091.4,Laptop,Mumbai,Electronics,0,3,Discover,84,0
TXN_5545,USER_7795,43.67,ATM Withdrawal,1 February 2023,871.39,Tablet,Mumbai,Groceries,0,8,Amex,64,0
TXN_4064,USER_2517,35.48,ATM Withdrawal,27 August 2023,96433.2,Mobile,Sydney,Travel,0,10,Amex,223,1
TXN_12851,USER_1325,69.42,ATM Withdrawal,27 March 2023,55756.5,Mobile,London,Clothing,0,2,Amex,38,0
TXN_21802,USER_9174,105.88,Bank Transfer,2 August 2023,12611.33,Tablet,New York,Electronics,0,12,Discover,207,0
TXN_41163,USER_2725,97.23,Online,10 November 2023,50077.22,Tablet,Mumbai,Clothing,0,4,Visa,103,0
TXN_6232,USER_1564,309.46,POS,10 December 2023,1754.34,Laptop,London,Electronics,0,2,Visa,139,0
TXN_3862,USER_8972,86.97,Online,29 January 2023,3919.19,Laptop,New York,Restaurants,1,10,Mastercard,8,1
TXN_35094,USER_4815,110.75,POS,14 December 2023,67075.63,Mobile,New York,Clothing,0,4,Amex,89,0
TXN_40195,USER_5102,209.18,Online,4 March 2023,15932.19,Mobile,New York,Groceries,0,14,Mastercard,105,1
TXN_39250,USER_2386,184.5,Bank Transfer,2 December 2023,34642.47,Mobile,Sydney,Travel,0,13,Mastercard,91,1
TXN_6217,USER_7058,17.04,Online,28 June 2023,41936.84,Tablet,Sydney,Electronics,0,6,Discover,34,0
TXN_36775,USER_2767,12.13,Bank Transfer,16 May 2023,86906.22,Laptop,London,Clothing,0,4,Discover,73,0
TXN_42976,USER_9455,260.47,Online,6 July 2023,93531.71,Tablet,Sydney,Electronics,0,8,Mastercard,63,1
TXN_48467,USER_7308,68.1,POS,7 December 2023,58137.59,Laptop,Tokyo,Clothing,0,3,Amex,20,0
TXN_14831,USER_4376,170.02,POS,17 August 2023,91895.42,Tablet,London,Restaurants,0,2,Mastercard,98,0
TXN_30092,USER_5471,182.66,Bank Transfer,30 October 2023,54959.93,Mobile,Mumbai,Electronics,0,5,Visa,126,0
TXN_8893,USER_4963,92.96,Online,30 December 2023,49229.92,Tablet,Mumbai,Electronics,0,4,Discover,116,1
TXN_6020,USER_7763,144.37,POS,27 March 2023,35724,Laptop,Mumbai,Groceries,0,8,Mastercard,200,0
TXN_46088,USER_2714,3.54,ATM Withdrawal,17 November 2023,30122.65,Mobile,Sydney,Restaurants,0,7,Amex,4,0
TXN_15242,USER_6956,13.26,Online,20 September 2023,61487.58,Mobile,London,Groceries,0,9,Amex,15,1
TXN_45307,USER_5261,17.99,Bank Transfer,26 April 2023,96549.63,Mobile,London,Clothing,0,11,Amex,139,0
TXN_26550,USER_3529,153.67,POS,5 March 2023,49487.07,Mobile,Sydney,Clothing,0,13,Visa,150,0
TXN_6034,USER_9418,70.71,POS,19 September 2023,32856.05,Tablet,Sydney,Electronics,0,11,Amex,2,0
TXN_7905,USER_4574,3.37,POS,1 March 2023,36893.16,Laptop,Sydney,Restaurants,0,1,Mastercard,116,1
TXN_32225,USER_6999,157.68,Online,3 February 2023,10182.62,Tablet,London,Electronics,0,9,Amex,229,1
TXN_6017,USER_1687,82.06,POS,9 September 2023,7950.28,Mobile,New York,Groceries,1,1,Amex,52,1
TXN_21879,USER_8884,5.32,ATM Withdrawal,4 November 2023,29798.65,Tablet,Mumbai,Clothing,0,6,Discover,10,1
TXN_2791,USER_9392,119.95,POS,16 September 2023,13855.65,Mobile,Mumbai,Electronics,1,12,Mastercard,91,0
TXN_42605,USER_8589,117.28,Online,15 October 2023,3767.23,Laptop,Sydney,Electronics,0,6,Amex,221,0
TXN_5823,USER_8572,181.73,Online,13 October 2023,47292.37,Tablet,Mumbai,Travel,1,12,Amex,57,0
TXN_15387,USER_7567,62.48,Bank Transfer,1 March 2023,43449.02,Mobile,Mumbai,Travel,0,5,Mastercard,157,1
TXN_29561,USER_4321,40.59,Online,24 June 2023,62096.26,Tablet,Mumbai,Restaurants,0,3,Amex,9,0
TXN_39475,USER_9845,112.39,Bank Transfer,26 December 2023,70908.88,Tablet,Sydney,Groceries,0,2,Mastercard,82,0
TXN_292,USER_6854,28.15,ATM Withdrawal,9 April 2023,31016.2,Mobile,New York,Restaurants,0,12,Discover,23,0
TXN_16957,USER_6108,117.73,POS,16 October 2023,74877.56,Tablet,Sydney,Restaurants,1,14,Visa,219,0
TXN_30860,USER_6641,15.36,Bank Transfer,11 November 2023,37831.81,Laptop,Mumbai,Groceries,0,14,Amex,87,0
TXN_14073,USER_3834,117.16,ATM Withdrawal,7 December 2023,27098.65,Mobile,Tokyo,Travel,1,14,Amex,167,1
TXN_21856,USER_4864,201.85,POS,13 October 2023,4154.2,Mobile,Tokyo,Electronics,0,6,Mastercard,144,0
TXN_22079,USER_6688,149.61,POS,28 December 2023,69323.72,Laptop,Sydney,Electronics,1,6,Amex,71,0
TXN_17023,USER_9070,226.29,POS,24 July 2023,75649.09,Laptop,London,Electronics,0,5,Discover,130,1
TXN_8739,USER_2793,46.84,Bank Transfer,25 July 2023,31019.08,Tablet,New York,Travel,0,14,Visa,7,1
TXN_15825,USER_4863,82.54,Bank Transfer,25 September 2023,38836.67,Tablet,Tokyo,Groceries,0,12,Visa,135,1
TXN_2741,USER_7142,16.98,Online,26 October 2023,69035.41,Tablet,Tokyo,Travel,0,3,Amex,94,0
TXN_18048,USER_2597,38.75,Online,27 September 2023,17387.96,Laptop,Mumbai,Electronics,0,6,Discover,216,0
TXN_49936,USER_6079,305.14,Online,21 February 2023,76589.09,Laptop,Tokyo,Travel,0,8,Mastercard,85,0
TXN_17372,USER_4370,68.78,Online,4 August 2023,62815.77,Laptop,New York,Groceries,0,5,Discover,70,0
TXN_22021,USER_2030,49.26,Bank Transfer,8 March 2023,3624.33,Tablet,Sydney,Travel,0,13,Discover,229,1
TXN_46364,USER_3127,5,Online,13 May 2023,60075.24,Tablet,Mumbai,Groceries,0,5,Discover,116,1
TXN_23537,USER_7640,0.8,POS,14 March 2023,16658.09,Laptop,Tokyo,Groceries,0,3,Mastercard,93,0
TXN_45499,USER_3389,29.2,Online,21 September 2023,66166.15,Mobile,New York,Groceries,0,14,Visa,46,0
TXN_40185,USER_8090,170.87,ATM Withdrawal,9 February 2023,29864.62,Laptop,Mumbai,Clothing,0,11,Visa,88,0
TXN_9613,USER_7975,45.8,Bank Transfer,21 February 2023,94938.23,Mobile,Mumbai,Travel,0,6,Amex,158,0
TXN_43281,USER_2846,77.25,POS,1 May 2023,14245.27,Tablet,Sydney,Groceries,0,12,Mastercard,3,0
TXN_37891,USER_7869,70.08,POS,22 August 2023,4792.45,Mobile,New York,Restaurants,0,4,Visa,127,0
TXN_26178,USER_5350,27.37,POS,30 May 2023,74744.35,Mobile,London,Electronics,0,3,Amex,187,1
TXN_45892,USER_8026,62,POS,16 March 2023,36146.11,Mobile,Tokyo,Clothing,0,5,Mastercard,161,0
TXN_20933,USER_6545,33.64,POS,29 October 2023,9674.18,Tablet,Tokyo,Travel,0,10,Amex,55,1
TXN_40971,USER_8142,32.25,ATM Withdrawal,5 August 2023,80244.56,Laptop,Tokyo,Restaurants,0,7,Amex,59,0
TXN_22224,USER_6141,287.98,Bank Transfer,27 November 2023,13238.9,Tablet,Tokyo,Restaurants,0,9,Mastercard,19,0
TXN_24381,USER_1151,266.58,Online,9 April 2023,36685.47,Mobile,New York,Electronics,0,13,Amex,195,1
TXN_34855,USER_4796,66.23,Online,2 May 2023,18347.86,Mobile,London,Travel,0,9,Visa,225,1
TXN_48577,USER_7551,300.74,ATM Withdrawal,22 April 2023,26420.43,Mobile,Tokyo,Electronics,0,12,Discover,62,0
TXN_38536,USER_4371,76.19,Online,21 November 2023,78605.45,Mobile,Sydney,Restaurants,0,2,Mastercard,59,0
TXN_31755,USER_4018,29.84,Online,23 November 2023,32677.53,Tablet,New York,Travel,0,1,Visa,117,0
TXN_7753,USER_3990,231.29,ATM Withdrawal,12 December 2023,86619.89,Laptop,Mumbai,Electronics,0,9,Amex,18,1
TXN_46638,USER_4880,68.44,ATM Withdrawal,27 May 2023,78645.6,Laptop,London,Travel,0,3,Mastercard,203,0
TXN_43834,USER_8009,13.19,Bank Transfer,23 September 2023,38925.5,Laptop,Tokyo,Clothing,0,7,Amex,212,0
TXN_26235,USER_3516,102.89,POS,17 September 2023,30695.67,Mobile,Tokyo,Electronics,0,4,Amex,62,0
TXN_44229,USER_2015,177.99,POS,24 October 2023,69959.25,Tablet,New York,Travel,1,5,Discover,208,0
TXN_49596,USER_3068,120.32,Bank Transfer,7 September 2023,88693.55,Tablet,Mumbai,Electronics,0,11,Discover,198,0
TXN_18552,USER_4464,26.47,Bank Transfer,21 September 2023,20500.38,Laptop,New York,Travel,0,13,Visa,194,0
TXN_43136,USER_8639,210.98,ATM Withdrawal,7 December 2023,14361.8,Tablet,Mumbai,Clothing,0,2,Discover,173,0
TXN_36672,USER_8452,160.58,ATM Withdrawal,3 June 2023,60955.11,Tablet,New York,Restaurants,0,7,Amex,198,0
TXN_43649,USER_8151,52.5,Online,13 October 2023,74184.21,Mobile,Tokyo,Restaurants,0,9,Visa,219,1
TXN_3940,USER_2630,68.58,Bank Transfer,3 November 2023,55847.43,Mobile,Sydney,Electronics,0,12,Amex,234,0
TXN_31496,USER_8210,8.26,Bank Transfer,16 March 2023,78451.8,Tablet,Mumbai,Travel,0,2,Discover,164,1
TXN_26593,USER_2415,133.82,Bank Transfer,7 October 2023,94254.86,Tablet,Mumbai,Groceries,0,12,Mastercard,168,0
TXN_23921,USER_8597,251.8,ATM Withdrawal,3 October 2023,87999.62,Mobile,New York,Restaurants,0,13,Amex,28,0
TXN_26402,USER_1797,44.29,Online,17 March 2023,52056.64,Mobile,New York,Clothing,0,14,Visa,170,1
TXN_45942,USER_9047,25.05,Bank Transfer,16 October 2023,47100.97,Tablet,Tokyo,Clothing,0,5,Amex,204,1
TXN_48525,USER_5048,159.36,POS,7 June 2023,46150.37,Tablet,Mumbai,Electronics,0,4,Visa,200,1
