Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label
TXN_15269,USER_5318,27.92,Bank Transfer,2023-11-14,77140.55,Mobile,Tokyo,Clothing,0,3,Discover,105,0
TXN_22367,USER_7101,34.39,Online,2023-12-31,44749.59,Mobile,London,Groceries,0,10,Amex,182,0
TXN_42684,USER_7646,95.05,Bank Transfer,2023-04-04,83198.66,Mobile,London,Restaurants,0,10,Amex,151,0
TXN_46734,USER_8482,31.7,Online,2023-05-20,82964.35,Laptop,Sydney,Clothing,0,11,Visa,103,0
TXN_11732,USER_6828,191.97,Online,2023-11-12,67585.77,Tablet,Mumbai,Clothing,0,13,Mastercard,41,0
TXN_18619,USER_3415,44.07,Bank Transfer,2023-08-03,11918.09,Mobile,Mumbai,Groceries,0,11,Visa,231,0
TXN_48492,USER_1296,25.38,ATM Withdrawal,2023-12-10,48704.75,Tablet,Sydney,Clothing,0,7,Mastercard,168,0
TXN_26803,USER_8825,394.62,ATM Withdrawal,2023-11-12,71321.68,Mobile,Sydney,Restaurants,0,7,Discover,68,0
TXN_44305,USER_2051,63.37,POS,2023-07-16,47665.1,Mobile,London,Groceries,0,4,Discover,20,0
TXN_47522,USER_9409,16.97,POS,2023-08-19,52165.88,Mobile,New York,Electronics,0,10,Visa,103,0
TXN_32207,USER_5520,363.86,POS,2023-09-28,90037.97,Laptop,London,Electronics,1,10,Discover,140,0
TXN_2530,USER_2517,106.2,Bank Transfer,2023-08-18,31890.74,Laptop,London,Electronics,0,6,Visa,94,0
TXN_17746,USER_2084,70.42,Bank Transfer,2023-08-14,21248.8,Laptop,Mumbai,Travel,0,1,Discover,15,0
TXN_8270,USER_5180,21.33,ATM Withdrawal,2023-06-24,96219.67,Tablet,New York,Clothing,0,2,Discover,77,0
TXN_15079,USER_6874,64.23,Bank Transfer,2023-04-05,67088.03,Laptop,Sydney,Clothing,0,14,Mastercard,38,0
TXN_13624,USER_3288,298.9,POS,2023-08-30,55658.79,Tablet,Sydney,Travel,0,14,Mastercard,42,1
TXN_30638,USER_2399,173.68,POS,2023-06-17,50940.03,Mobile,London,Groceries,0,10,Discover,71,1
TXN_30440,USER_3739,126.92,Online,2023-11-03,85516.43,Tablet,Tokyo,Travel,0,12,Discover,201,1
TXN_36056,USER_5231,40.64,ATM Withdrawal,2023-07-23,76016.81,Mobile,London,Electronics,0,5,Amex,128,0
TXN_42651,USER_1970,12.87,Online,2023-08-05,51260.5,Tablet,New York,Clothing,0,1,Discover,235,0
TXN_36803,USER_1362,3.1,Bank Transfer,2023-03-30,76141.76,Mobile,New York,Travel,0,10,Visa,67,1
TXN_48224,USER_7002,31.27,Online,2023-05-28,6814.33,Tablet,New York,Clothing,0,5,Amex,122,0
TXN_29226,USER_6333,77.02,ATM Withdrawal,2023-04-11,35240.55,Tablet,Mumbai,Travel,0,10,Discover,194,0
TXN_5633,USER_2927,9.21,Bank Transfer,2023-05-07,29122.14,Mobile,Sydney,Restaurants,0,3,Visa,167,0
TXN_5987,USER_4250,24.95,POS,2023-10-03,40716.69,Laptop,London,Clothing,0,1,Mastercard,70,0
TXN_48063,USER_1586,48.03,Bank Transfer,2023-03-18,64769.27,Laptop,Mumbai,Clothing,0,5,Mastercard,12,0
TXN_1812,USER_9555,31.32,ATM Withdrawal,2023-12-27,11082.48,Tablet,London,Travel,0,11,Visa,31,0
TXN_27578,USER_9814,60.8,Online,2023-05-25,48076.05,Mobile,Mumbai,Restaurants,0,1,Mastercard,74,0
TXN_16823,USER_9781,98.82,Bank Transfer,2023-01-14,20800.69,Tablet,New York,Restaurants,0,10,Discover,151,0
TXN_3928,USER_5143,32.32,POS,2023-12-25,35239.44,Tablet,London,Groceries,0,12,Amex,93,0
TXN_37286,USER_6868,174.45,POS,2023-12-18,73618.23,Mobile,Sydney,Clothing,0,9,Amex,207,0
TXN_25045,USER_8955,109.35,POS,2023-04-04,42365.28,Mobile,London,Restaurants,0,4,Discover,103,0
TXN_15727,USER_9104,22.51,ATM Withdrawal,2023-05-12,1651.62,Tablet,London,Restaurants,0,2,Amex,23,0
TXN_29600,USER_3053,35.93,ATM Withdrawal,2023-09-06,83856.0,Laptop,Tokyo,Electronics,1,7,Amex,167,0
TXN_10430,USER_4414,282.59,Bank Transfer,2023-09-04,62888.38,Tablet,New York,Electronics,1,2,Discover,104,1
TXN_25768,USER_2530,263.8,ATM Withdrawal,2023-10-10,94812.91,Tablet,Tokyo,Clothing,0,3,Visa,139,1
TXN_29103,USER_5978,58.79,POS,2023-03-15,81359.53,Mobile,London,Groceries,0,8,Discover,91,0
TXN_36537,USER_7333,124.74,Bank Transfer,2023-05-21,61520.85,Tablet,Mumbai,Travel,0,13,Mastercard,196,0
TXN_39328,USER_7982,48.92,POS,2023-11-09,13124.53,Tablet,Sydney,Restaurants,0,1,Mastercard,79,1
TXN_35539,USER_1081,4.97,ATM Withdrawal,2023-08-21,19504.57,Tablet,Mumbai,Clothing,0,8,Mastercard,205,0
TXN_28075,USER_8172,50.4,Bank Transfer,2023-12-04,70996.25,Mobile,London,Electronics,0,14,Amex,74,0
TXN_17840,USER_8784,180.62,ATM Withdrawal,2023-07-05,53345.96,Tablet,Sydney,Travel,0,4,Discover,90,0
TXN_27802,USER_1446,140.6,ATM Withdrawal,2023-09-26,13935.49,Tablet,Sydney,Clothing,0,9,Mastercard,200,0
TXN_7682,USER_5144,231.35,ATM Withdrawal,2023-09-11,92933.91,Laptop,Tokyo,Groceries,0,8,Visa,34,0
TXN_24279,USER_6056,212.22,POS,2023-12-27,6753.07,Mobile,Sydney,Travel,0,4,Discover,179,1
TXN_33070,USER_5047,147.84,POS,2023-11-08,46527.47,Tablet,Sydney,Travel,0,1,Visa,148,0
TXN_35557,USER_2545,158.85,Bank Transfer,2023-07-30,11813.99,Tablet,New York,Travel,0,14,Amex,79,0
TXN_37189,USER_1455,4.43,Bank Transfer,2023-04-01,18905.83,Laptop,New York,Restaurants,0,9,Mastercard,18,0
TXN_47149,USER_5937,85.45,ATM Withdrawal,2023-09-09,41767.46,Mobile,Sydney,Groceries,0,14,Mastercard,92,0
TXN_46915,USER_1555,99.32,Online,2023-03-30,29329.35,Tablet,London,Clothing,0,10,Visa,167,1
TXN_9801,USER_7021,87.29,Bank Transfer,2023-09-06,82933.42,Tablet,Sydney,Travel,1,2,Amex,115,0
TXN_38800,USER_5459,229.0,Online,2023-07-18,20413.24,Tablet,Sydney,Restaurants,0,5,Visa,107,0
TXN_24669,USER_4575,22.4,POS,2023-12-18,87085.89,Laptop,Tokyo,Electronics,0,9,Mastercard,78,0
TXN_44233,USER_7422,263.59,Online,2023-12-11,98730.52,Laptop,New York,Groceries,1,4,Mastercard,157,0
TXN_31919,USER_7275,425.97,POS,2023-12-28,14127.88,Mobile,London,Clothing,0,4,Mastercard,157,0
TXN_7134,USER_3374,119.44,ATM Withdrawal,2023-12-02,18698.54,Tablet,New York,Clothing,0,2,Discover,105,0
TXN_33704,USER_8445,18.41,POS,2023-11-28,48723.59,Tablet,Sydney,Electronics,0,2,Mastercard,82,0
TXN_29660,USER_5604,8.74,Bank Transfer,2023-05-06,1686.45,Laptop,New York,Electronics,0,10,Discover,13,0
TXN_17893,USER_1941,513.78,POS,2023-01-14,63548.64,Laptop,Mumbai,Travel,0,6,Amex,201,0
TXN_22018,USER_1872,57.85,ATM Withdrawal,2023-11-27,28459.14,Laptop,New York,Electronics,0,13,Amex,81,1
TXN_13538,USER_9632,27.64,Online,2023-08-05,12521.24,Mobile,Tokyo,Restaurants,0,6,Discover,16,1
TXN_43118,USER_6371,64.61,Bank Transfer,2023-06-22,94289.85,Mobile,New York,Clothing,0,11,Amex,139,0
TXN_36420,USER_1509,106.84,POS,2023-01-09,55417.27,Laptop,Sydney,Groceries,0,13,Discover,65,0
TXN_9405,USER_8062,80.2,Online,2023-12-17,82626.55,Tablet,Sydney,Travel,0,5,Mastercard,159,0
TXN_13413,USER_7132,11.91,ATM Withdrawal,2023-07-12,75447.75,Mobile,Mumbai,Travel,0,7,Visa,69,0
TXN_6720,USER_3555,202.75,ATM Withdrawal,2023-09-18,58180.36,Tablet,London,Travel,0,8,Discover,6,0
TXN_15601,USER_5365,45.05,ATM Withdrawal,2023-11-20,7142.75,Mobile,Sydney,Groceries,0,6,Mastercard,32,1
TXN_44743,USER_8432,68.08,ATM Withdrawal,2023-03-09,11823.74,Mobile,Sydney,Electronics,0,14,Visa,116,0
TXN_31138,USER_9628,38.38,Online,2023-07-20,33764.14,Tablet,New York,Restaurants,0,3,Discover,109,1
TXN_2729,USER_3454,45.14,Bank Transfer,2023-04-27,90226.22,Laptop,Mumbai,Groceries,0,6,Visa,62,0
TXN_38242,USER_2488,40.68,ATM Withdrawal,2023-10-03,73513.35,Laptop,London,Clothing,0,3,Discover,40,1
TXN_29625,USER_4414,28.93,ATM Withdrawal,2023-02-25,21457.06,Laptop,Mumbai,Travel,0,4,Amex,124,0
TXN_47894,USER_2520,211.35,POS,2023-10-30,83061.48,Mobile,London,Travel,0,3,Mastercard,234,1
TXN_42090,USER_3767,221.65,ATM Withdrawal,2023-06-30,4113.54,Tablet,Mumbai,Groceries,0,1,Mastercard,153,1
TXN_36399,USER_6354,203.14,Bank Transfer,2023-08-03,55114.35,Laptop,Sydney,Electronics,0,14,Amex,121,1
TXN_6244,USER_7966,77.56,ATM Withdrawal,2023-09-22,35091.4,Laptop,Mumbai,Electronics,0,3,Discover,84,0
TXN_5545,USER_7795,43.67,ATM Withdrawal,2023-02-01,871.39,Tablet,Mumbai,Groceries,0,8,Amex,64,0
TXN_4064,USER_2517,35.48,ATM Withdrawal,2023-08-27,96433.2,Mobile,Sydney,Travel,0,10,Amex,223,1
TXN_12851,USER_1325,69.42,ATM Withdrawal,2023-03-27,55756.5,Mobile,London,Clothing,0,2,Amex,38,0
TXN_21802,USER_9174,105.88,Bank Transfer,2023-08-02,12611.33,Tablet,New York,Electronics,0,12,Discover,207,0
TXN_41163,USER_2725,97.23,Online,2023-11-10,50077.22,Tablet,Mumbai,Clothing,0,4,Visa,103,0
TXN_6232,USER_1564,309.46,POS,2023-12-10,1754.34,Laptop,London,Electronics,0,2,Visa,139,0
TXN_3862,USER_8972,86.97,Online,2023-01-29,3919.19,Laptop,New York,Restaurants,1,10,Mastercard,8,1
TXN_35094,USER_4815,110.75,POS,2023-12-14,67075.63,Mobile,New York,Clothing,0,4,Amex,89,0
TXN_40195,USER_5102,209.18,Online,2023-03-04,15932.19,Mobile,New York,Groceries,0,14,Mastercard,105,1
TXN_39250,USER_2386,184.5,Bank Transfer,2023-12-02,34642.47,Mobile,Sydney,Travel,0,13,Mastercard,91,1
TXN_6217,USER_7058,17.04,Online,2023-06-28,41936.84,Tablet,Sydney,Electronics,0,6,Discover,34,0
TXN_36775,USER_2767,12.13,Bank Transfer,2023-05-16,86906.22,Laptop,London,Clothing,0,4,Discover,73,0
TXN_42976,USER_9455,260.47,Online,2023-07-06,93531.71,Tablet,Sydney,Electronics,0,8,Mastercard,63,1
TXN_48467,USER_7308,68.1,POS,2023-12-07,58137.59,Laptop,Tokyo,Clothing,0,3,Amex,20,0
TXN_14831,USER_4376,170.02,POS,2023-08-17,91895.42,Tablet,London,Restaurants,0,2,Mastercard,98,0
TXN_30092,USER_5471,182.66,Bank Transfer,2023-10-30,54959.93,Mobile,Mumbai,Electronics,0,5,Visa,126,0
TXN_8893,USER_4963,92.96,Online,2023-12-30,49229.92,Tablet,Mumbai,Electronics,0,4,Discover,116,1
TXN_6020,USER_7763,144.37,POS,2023-03-27,35724.0,Laptop,Mumbai,Groceries,0,8,Mastercard,200,0
TXN_46088,USER_2714,3.54,ATM Withdrawal,2023-11-17,30122.65,Mobile,Sydney,Restaurants,0,7,Amex,4,0
TXN_15242,USER_6956,13.26,Online,2023-09-20,61487.58,Mobile,London,Groceries,0,9,Amex,15,1
TXN_45307,USER_5261,17.99,Bank Transfer,2023-04-26,96549.63,Mobile,London,Clothing,0,11,Amex,139,0
TXN_26550,USER_3529,153.67,POS,2023-03-05,49487.07,Mobile,Sydney,Clothing,0,13,Visa,150,0
TXN_6034,USER_9418,70.71,POS,2023-09-19,32856.05,Tablet,Sydney,Electronics,0,11,Amex,2,0
TXN_7905,USER_4574,3.37,POS,2023-03-01,36893.16,Laptop,Sydney,Restaurants,0,1,Mastercard,116,1
TXN_32225,USER_6999,157.68,Online,2023-02-03,10182.62,Tablet,London,Electronics,0,9,Amex,229,1
TXN_6017,USER_1687,82.06,POS,2023-09-09,7950.28,Mobile,New York,Groceries,1,1,Amex,52,1
TXN_21879,USER_8884,5.32,ATM Withdrawal,2023-11-04,29798.65,Tablet,Mumbai,Clothing,0,6,Discover,10,1
TXN_2791,USER_9392,119.95,POS,2023-09-16,13855.65,Mobile,Mumbai,Electronics,1,12,Mastercard,91,0
TXN_42605,USER_8589,117.28,Online,2023-10-15,3767.23,Laptop,Sydney,Electronics,0,6,Amex,221,0
TXN_5823,USER_8572,181.73,Online,2023-10-13,47292.37,Tablet,Mumbai,Travel,1,12,Amex,57,0
TXN_15387,USER_7567,62.48,Bank Transfer,2023-03-01,43449.02,Mobile,Mumbai,Travel,0,5,Mastercard,157,1
TXN_29561,USER_4321,40.59,Online,2023-06-24,62096.26,Tablet,Mumbai,Restaurants,0,3,Amex,9,0
TXN_39475,USER_9845,112.39,Bank Transfer,2023-12-26,70908.88,Tablet,Sydney,Groceries,0,2,Mastercard,82,0
TXN_292,USER_6854,28.15,ATM Withdrawal,2023-04-09,31016.2,Mobile,New York,Restaurants,0,12,Discover,23,0
TXN_16957,USER_6108,117.73,POS,2023-10-16,74877.56,Tablet,Sydney,Restaurants,1,14,Visa,219,0
TXN_30860,USER_6641,15.36,Bank Transfer,2023-11-11,37831.81,Laptop,Mumbai,Groceries,0,14,Amex,87,0
TXN_14073,USER_3834,117.16,ATM Withdrawal,2023-12-07,27098.65,Mobile,Tokyo,Travel,1,14,Amex,167,1
TXN_21856,USER_4864,201.85,POS,2023-10-13,4154.2,Mobile,Tokyo,Electronics,0,6,Mastercard,144,0
TXN_22079,USER_6688,149.61,POS,2023-12-28,69323.72,Laptop,Sydney,Electronics,1,6,Amex,71,0
TXN_17023,USER_9070,226.29,POS,2023-07-24,75649.09,Laptop,London,Electronics,0,5,Discover,130,1
TXN_8739,USER_2793,46.84,Bank Transfer,2023-07-25,31019.08,Tablet,New York,Travel,0,14,Visa,7,1
TXN_15825,USER_4863,82.54,Bank Transfer,2023-09-25,38836.67,Tablet,Tokyo,Groceries,0,12,Visa,135,1
TXN_2741,USER_7142,16.98,Online,2023-10-26,69035.41,Tablet,Tokyo,Travel,0,3,Amex,94,0
TXN_18048,USER_2597,38.75,Online,2023-09-27,17387.96,Laptop,Mumbai,Electronics,0,6,Discover,216,0
TXN_49936,USER_6079,305.14,Online,2023-02-21,76589.09,Laptop,Tokyo,Travel,0,8,Mastercard,85,0
TXN_17372,USER_4370,68.78,Online,2023-08-04,62815.77,Laptop,New York,Groceries,0,5,Discover,70,0
TXN_22021,USER_2030,49.26,Bank Transfer,2023-03-08,3624.33,Tablet,Sydney,Travel,0,13,Discover,229,1
TXN_46364,USER_3127,5.0,Online,2023-05-13,60075.24,Tablet,Mumbai,Groceries,0,5,Discover,116,1
TXN_23537,USER_7640,0.8,POS,2023-03-14,16658.09,Laptop,Tokyo,Groceries,0,3,Mastercard,93,0
TXN_45499,USER_3389,29.2,Online,2023-09-21,66166.15,Mobile,New York,Groceries,0,14,Visa,46,0
TXN_40185,USER_8090,170.87,ATM Withdrawal,2023-02-09,29864.62,Laptop,Mumbai,Clothing,0,11,Visa,88,0
TXN_9613,USER_7975,45.8,Bank Transfer,2023-02-21,94938.23,Mobile,Mumbai,Travel,0,6,Amex,158,0
TXN_43281,USER_2846,77.25,POS,2023-05-01,14245.27,Tablet,Sydney,Groceries,0,12,Mastercard,3,0
TXN_37891,USER_7869,70.08,POS,2023-08-22,4792.45,Mobile,New York,Restaurants,0,4,Visa,127,0
TXN_26178,USER_5350,27.37,POS,2023-05-30,74744.35,Mobile,London,Electronics,0,3,Amex,187,1
TXN_45892,USER_8026,62.0,POS,2023-03-16,36146.11,Mobile,Tokyo,Clothing,0,5,Mastercard,161,0
TXN_20933,USER_6545,33.64,POS,2023-10-29,9674.18,Tablet,Tokyo,Travel,0,10,Amex,55,1
TXN_40971,USER_8142,32.25,ATM Withdrawal,2023-08-05,80244.56,Laptop,Tokyo,Restaurants,0,7,Amex,59,0
TXN_22224,USER_6141,287.98,Bank Transfer,2023-11-27,13238.9,Tablet,Tokyo,Restaurants,0,9,Mastercard,19,0
TXN_24381,USER_1151,266.58,Online,2023-04-09,36685.47,Mobile,New York,Electronics,0,13,Amex,195,1
TXN_34855,USER_4796,66.23,Online,2023-05-02,18347.86,Mobile,London,Travel,0,9,Visa,225,1
TXN_48577,USER_7551,300.74,ATM Withdrawal,2023-04-22,26420.43,Mobile,Tokyo,Electronics,0,12,Discover,62,0
TXN_38536,USER_4371,76.19,Online,2023-11-21,78605.45,Mobile,Sydney,Restaurants,0,2,Mastercard,59,0
TXN_31755,USER_4018,29.84,Online,2023-11-23,32677.53,Tablet,New York,Travel,0,1,Visa,117,0
TXN_7753,USER_3990,231.29,ATM Withdrawal,2023-12-12,86619.89,Laptop,Mumbai,Electronics,0,9,Amex,18,1
TXN_46638,USER_4880,68.44,ATM Withdrawal,2023-05-27,78645.6,Laptop,London,Travel,0,3,Mastercard,203,0
TXN_43834,USER_8009,13.19,Bank Transfer,2023-09-23,38925.5,Laptop,Tokyo,Clothing,0,7,Amex,212,0
TXN_26235,USER_3516,102.89,POS,2023-09-17,30695.67,Mobile,Tokyo,Electronics,0,4,Amex,62,0
TXN_44229,USER_2015,177.99,POS,2023-10-24,69959.25,Tablet,New York,Travel,1,5,Discover,208,0
TXN_49596,USER_3068,120.32,Bank Transfer,2023-09-07,88693.55,Tablet,Mumbai,Electronics,0,11,Discover,198,0
TXN_18552,USER_4464,26.47,Bank Transfer,2023-09-21,20500.38,Laptop,New York,Travel,0,13,Visa,194,0
TXN_43136,USER_8639,210.98,ATM Withdrawal,2023-12-07,14361.8,Tablet,Mumbai,Clothing,0,2,Discover,173,0
TXN_36672,USER_8452,160.58,ATM Withdrawal,2023-06-03,60955.11,Tablet,New York,Restaurants,0,7,Amex,198,0
TXN_43649,USER_8151,52.5,Online,2023-10-13,74184.21,Mobile,Tokyo,Restaurants,0,9,Visa,219,1
TXN_3940,USER_2630,68.58,Bank Transfer,2023-11-03,55847.43,Mobile,Sydney,Electronics,0,12,Amex,234,0
TXN_31496,USER_8210,8.26,Bank Transfer,2023-03-16,78451.8,Tablet,Mumbai,Travel,0,2,Discover,164,1
TXN_26593,USER_2415,133.82,Bank Transfer,2023-10-07,94254.86,Tablet,Mumbai,Groceries,0,12,Mastercard,168,0
TXN_23921,USER_8597,251.8,ATM Withdrawal,2023-10-03,87999.62,Mobile,New York,Restaurants,0,13,Amex,28,0
TXN_26402,USER_1797,44.29,Online,2023-03-17,52056.64,Mobile,New York,Clothing,0,14,Visa,170,1
TXN_45942,USER_9047,25.05,Bank Transfer,2023-10-16,47100.97,Tablet,Tokyo,Clothing,0,5,Amex,204,1
TXN_48525,USER_5048,159.36,POS,2023-06-07,46150.37,Tablet,Mumbai,Electronics,0,4,Visa,200,1
